Beach Name,Wave Height,Wave Period,Battery Life,Measurement ID
Montrose Beach,0.185,3,10.7,MontroseBeach201406281400
Osterman Beach,0.23,3,11.3,OstermanBeach201406281400
Ohio Street Beach,0.183,2,10.8,OhioStreetBeach201406281400
Calumet Beach,0.089,2,10.6,CalumetBeach201406280900
63rd Street Beach,0.121,5,11.1,63rdStreetBeach201406280900
Montrose Beach,0.13,3,10.7,MontroseBeach201406280900
Osterman Beach,0.149,3,11.3,OstermanBeach201406280900
Ohio Street Beach,0.123,2,10.8,OhioStreetBeach201406280900
Rainbow Beach,0.093,4,10.9,RainbowBeach201406280900
Calumet Beach,0.083,2,10.6,CalumetBeach201406281000
63rd Street Beach,0.134,3,11.1,63rdStreetBeach201406281000
Montrose Beach,0.138,3,10.7,MontroseBeach201406281000
Osterman Beach,0.155,3,11.3,OstermanBeach201406281000
Ohio Street Beach,0.121,3,10.8,OhioStreetBeach201406281000
Rainbow Beach,0.105,8,10.9,RainbowBeach201406281000
Calumet Beach,0.097,2,10.6,CalumetBeach201406281100
63rd Street Beach,0.13,4,11.1,63rdStreetBeach201406281100
Montrose Beach,0.167,3,10.7,MontroseBeach201406281100
Osterman Beach,0.181,3,11.3,OstermanBeach201406281100
Ohio Street Beach,0.162,4,10.8,OhioStreetBeach201406281100
Calumet Beach,0.111,2,10.6,CalumetBeach201406281200
63rd Street Beach,0.15,3,11.1,63rdStreetBeach201406281200
Montrose Beach,0.173,3,10.7,MontroseBeach201406281200
Osterman Beach,0.178,3,11.3,OstermanBeach201406281200
Ohio Street Beach,0.174,3,10.8,OhioStreetBeach201406281200
Rainbow Beach,0.131,3,10.9,RainbowBeach201406281200
Calumet Beach,0.183,2,10.6,CalumetBeach201406281500
63rd Street Beach,0.142,3,11.1,63rdStreetBeach201406281500
Montrose Beach,0.222,3,10.7,MontroseBeach201406281500
Osterman Beach,0.21,3,11.2,OstermanBeach201406281500
Ohio Street Beach,0.174,3,10.8,OhioStreetBeach201406281500
Rainbow Beach,0.149,3,10.9,RainbowBeach201406281500
Calumet Beach,0.171,2,10.6,CalumetBeach201406281600
63rd Street Beach,0.159,3,11.1,63rdStreetBeach201406281600
Montrose Beach,0.155,3,10.7,MontroseBeach201406281600
Osterman Beach,0.196,3,11.3,OstermanBeach201406281600
Ohio Street Beach,0.172,2,10.8,OhioStreetBeach201406281600
Rainbow Beach,0.133,10,10.3,RainbowBeach201406281600
Calumet Beach,0.168,2,10.6,CalumetBeach201406281700
63rd Street Beach,0.151,3,11.1,63rdStreetBeach201406281700
Montrose Beach,0.161,3,10.7,MontroseBeach201406281700
Osterman Beach,0.206,3,11.3,OstermanBeach201406281700
Ohio Street Beach,0.154,3,10.8,OhioStreetBeach201406281700
Rainbow Beach,0.116,3,8.9,RainbowBeach201406281700
Calumet Beach,0.145,2,10.6,CalumetBeach201406281800
63rd Street Beach,0.135,5,11.1,63rdStreetBeach201406281800
Montrose Beach,0.172,3,10.7,MontroseBeach201406281800
Osterman Beach,0.207,3,11.3,OstermanBeach201406281800
Ohio Street Beach,0.148,3,10.8,OhioStreetBeach201406281800
Rainbow Beach,0.127,4,10.7,RainbowBeach201406281800
Calumet Beach,0.168,2,10.6,CalumetBeach201406281900
63rd Street Beach,0.161,4,11.1,63rdStreetBeach201406281900
Montrose Beach,0.156,6,10.7,MontroseBeach201406281900
Osterman Beach,0.185,3,11.3,OstermanBeach201406281900
Ohio Street Beach,0.176,3,10.8,OhioStreetBeach201406281900
Rainbow Beach,0.146,5,10.3,RainbowBeach201406281900
Calumet Beach,0.145,2,10.6,CalumetBeach201406282000
63rd Street Beach,0.145,3,11.1,63rdStreetBeach201406282000
Montrose Beach,0.127,2,10.7,MontroseBeach201406282000
Osterman Beach,0.157,3,11.3,OstermanBeach201406282000
Ohio Street Beach,0.139,3,10.8,OhioStreetBeach201406282000
Calumet Beach,0.145,2,10.6,CalumetBeach201406282100
63rd Street Beach,0.14,3,11.1,63rdStreetBeach201406282100
Montrose Beach,0.127,4,10.7,MontroseBeach201406282100
Osterman Beach,0.169,4,11.2,OstermanBeach201406282100
Ohio Street Beach,0.137,4,10.8,OhioStreetBeach201406282100
Rainbow Beach,0.107,6,10.1,RainbowBeach201406282100
Calumet Beach,0.124,2,10.6,CalumetBeach201406282300
63rd Street Beach,0.143,3,11.1,63rdStreetBeach201406282300
Montrose Beach,0.135,9,10.7,MontroseBeach201406282300
Osterman Beach,0.168,4,11.2,OstermanBeach201406282300
Ohio Street Beach,0.139,2,10.8,OhioStreetBeach201406282300
Rainbow Beach,0.114,9,10.6,RainbowBeach201406282300
Calumet Beach,0.132,2,10.6,CalumetBeach201406282200
63rd Street Beach,0.142,3,11.1,63rdStreetBeach201406282200
Montrose Beach,0.132,4,10.7,MontroseBeach201406282200
Osterman Beach,0.195,4,11.3,OstermanBeach201406282200
Ohio Street Beach,0.143,4,10.8,OhioStreetBeach201406282200
Rainbow Beach,0.109,5,10.8,RainbowBeach201406282200
Calumet Beach,0.123,2,10.6,CalumetBeach201406292400
63rd Street Beach,0.127,2,11.1,63rdStreetBeach201406292400
Montrose Beach,0.138,3,10.7,MontroseBeach201406292400
Osterman Beach,0.164,3,11.2,OstermanBeach201406292400
Ohio Street Beach,0.126,3,10.8,OhioStreetBeach201406292400
Rainbow Beach,0.109,4,10.9,RainbowBeach201406292400
Calumet Beach,0.122,2,10.6,CalumetBeach201406290100
63rd Street Beach,0.143,7,11.1,63rdStreetBeach201406290100
Montrose Beach,0.123,7,10.7,MontroseBeach201406290100
Osterman Beach,0.16,7,11.3,OstermanBeach201406290100
Ohio Street Beach,0.124,2,10.8,OhioStreetBeach201406290100
Rainbow Beach,0.101,7,10.8,RainbowBeach201406290100
Calumet Beach,0.113,2,10.6,CalumetBeach201406290200
63rd Street Beach,0.129,2,11.1,63rdStreetBeach201406290200
Montrose Beach,0.118,5,10.7,MontroseBeach201406290200
Osterman Beach,0.149,3,11.2,OstermanBeach201406290200
Ohio Street Beach,0.134,3,10.8,OhioStreetBeach201406290200
Rainbow Beach,0.097,6,10.8,RainbowBeach201406290200
Calumet Beach,0.101,2,10.6,CalumetBeach201406290300
63rd Street Beach,0.123,6,11.1,63rdStreetBeach201406290300
Montrose Beach,0.116,4,10.7,MontroseBeach201406290300
Osterman Beach,0.17,3,11.2,OstermanBeach201406290300
Ohio Street Beach,0.121,3,10.8,OhioStreetBeach201406290300
Rainbow Beach,0.092,6,10,RainbowBeach201406290300
Calumet Beach,0.112,2,10.6,CalumetBeach201406290400
63rd Street Beach,0.11,5,11.1,63rdStreetBeach201406290400
Montrose Beach,0.121,3,10.7,MontroseBeach201406290400
Osterman Beach,0.161,3,11.2,OstermanBeach201406290400
Ohio Street Beach,0.119,3,10.8,OhioStreetBeach201406290400
Rainbow Beach,0.091,5,10.1,RainbowBeach201406290400
Calumet Beach,0.1,2,10.6,CalumetBeach201406290500
63rd Street Beach,0.106,5,11.1,63rdStreetBeach201406290500
Montrose Beach,0.112,4,10.7,MontroseBeach201406290500
Osterman Beach,0.164,3,11.2,OstermanBeach201406290500
Ohio Street Beach,0.116,3,10.8,OhioStreetBeach201406290500
Rainbow Beach,0.085,5,10.4,RainbowBeach201406290500
Calumet Beach,0.082,2,10.5,CalumetBeach201406290600
63rd Street Beach,0.097,3,11.1,63rdStreetBeach201406290600
Montrose Beach,0.104,4,10.7,MontroseBeach201406290600
Osterman Beach,0.146,3,11.2,OstermanBeach201406290600
Ohio Street Beach,0.1,3,10.8,OhioStreetBeach201406290600
Rainbow Beach,0.092,3,9.6,RainbowBeach201406290600
Calumet Beach,0.069,3,10.5,CalumetBeach201406290700
63rd Street Beach,0.098,3,11.1,63rdStreetBeach201406290700
Montrose Beach,0.101,4,10.7,MontroseBeach201406290700
Osterman Beach,0.131,3,11.2,OstermanBeach201406290700
Ohio Street Beach,0.101,3,10.8,OhioStreetBeach201406290700
Rainbow Beach,0.09,3,10.8,RainbowBeach201406290700
Calumet Beach,0.069,3,10.6,CalumetBeach201406290800
63rd Street Beach,0.091,4,11.1,63rdStreetBeach201406290800
Montrose Beach,0.093,4,10.7,MontroseBeach201406290800
Osterman Beach,0.117,3,11.2,OstermanBeach201406290800
Ohio Street Beach,0.095,3,10.8,OhioStreetBeach201406290800
Rainbow Beach,0.085,4,10.9,RainbowBeach201406290800
Calumet Beach,0.076,3,10.5,CalumetBeach201406290900
63rd Street Beach,0.095,4,11.1,63rdStreetBeach201406290900
Montrose Beach,0.09,3,10.7,MontroseBeach201406290900
Osterman Beach,0.112,3,11.2,OstermanBeach201406290900
Ohio Street Beach,0.096,2,10.8,OhioStreetBeach201406290900
Rainbow Beach,0.081,4,10.9,RainbowBeach201406290900
Calumet Beach,0.074,3,10.5,CalumetBeach201406291000
63rd Street Beach,0.094,3,11.1,63rdStreetBeach201406291000
Montrose Beach,0.115,4,10.7,MontroseBeach201406291000
Osterman Beach,0.104,3,11.2,OstermanBeach201406291000
Ohio Street Beach,0.116,2,10.8,OhioStreetBeach201406291000
Rainbow Beach,0.08,3,10.9,RainbowBeach201406291000
Calumet Beach,0.08,3,10.5,CalumetBeach201406291100
63rd Street Beach,0.1,4,11.1,63rdStreetBeach201406291100
Montrose Beach,0.128,4,10.7,MontroseBeach201406291100
Osterman Beach,0.138,3,11.2,OstermanBeach201406291100
Ohio Street Beach,0.128,2,10.8,OhioStreetBeach201406291100
Rainbow Beach,0.096,10,10.9,RainbowBeach201406291100
Calumet Beach,0.113,3,10.5,CalumetBeach201406291200
63rd Street Beach,0.096,4,11.1,63rdStreetBeach201406291200
Montrose Beach,0.108,3,10.7,MontroseBeach201406291200
Osterman Beach,0.135,2,11.2,OstermanBeach201406291200
Ohio Street Beach,0.14,3,10.8,OhioStreetBeach201406291200
Rainbow Beach,0.105,4,10.9,RainbowBeach201406291200
Calumet Beach,0.094,2,10.5,CalumetBeach201406291300
63rd Street Beach,0.104,4,11.1,63rdStreetBeach201406291300
Montrose Beach,0.155,4,10.7,MontroseBeach201406291300
Osterman Beach,0.136,3,11.2,OstermanBeach201406291300
Ohio Street Beach,0.157,3,10.8,OhioStreetBeach201406291300
Rainbow Beach,0.143,3,10.9,RainbowBeach201406291300
63rd Street Beach,0.145,4,11.1,63rdStreetBeach201406291400
Calumet Beach,0.112,2,10.5,CalumetBeach201406291400
Calumet Beach,0.084,4,10.4,CalumetBeach201407011100
Montrose Beach,0.17,7,10.7,MontroseBeach201406291400
Osterman Beach,0.144,2,11.2,OstermanBeach201406291400
Ohio Street Beach,0.177,3,10.8,OhioStreetBeach201406291400
Rainbow Beach,0.141,2,10,RainbowBeach201406291400
63rd Street Beach,0.14,3,11.1,63rdStreetBeach201406291500
Montrose Beach,0.129,3,10.7,MontroseBeach201406291500
Osterman Beach,0.13,9,11.2,OstermanBeach201406291500
Ohio Street Beach,0.166,2,10.8,OhioStreetBeach201406291500
Rainbow Beach,0.147,4,10.9,RainbowBeach201406291500
Calumet Beach,0.126,3,10.5,CalumetBeach201406291600
63rd Street Beach,0.166,3,11,63rdStreetBeach201406291600
Montrose Beach,0.174,4,10.7,MontroseBeach201406291600
Osterman Beach,0.154,4,11.2,OstermanBeach201406291600
Ohio Street Beach,0.17,4,10.8,OhioStreetBeach201406291600
Rainbow Beach,0.143,3,10.6,RainbowBeach201406291600
Calumet Beach,0.131,4,10.5,CalumetBeach201406291700
63rd Street Beach,0.151,7,11,63rdStreetBeach201406291700
Montrose Beach,0.162,3,10.7,MontroseBeach201406291700
Osterman Beach,0.13,3,11.2,OstermanBeach201406291700
Ohio Street Beach,0.135,3,10.8,OhioStreetBeach201406291700
Rainbow Beach,0.159,3,10.8,RainbowBeach201406291700
Calumet Beach,0.126,3,10.5,CalumetBeach201406291800
63rd Street Beach,0.146,7,11,63rdStreetBeach201406291800
Montrose Beach,0.12,7,10.7,MontroseBeach201406291800
Osterman Beach,0.118,4,11.2,OstermanBeach201406291800
Ohio Street Beach,0.14,2,10.8,OhioStreetBeach201406291800
Rainbow Beach,0.146,4,10.9,RainbowBeach201406291800
Calumet Beach,0.105,2,10.5,CalumetBeach201406291900
63rd Street Beach,0.135,3,11,63rdStreetBeach201406291900
Montrose Beach,0.131,6,10.7,MontroseBeach201406291900
Osterman Beach,0.11,3,11.2,OstermanBeach201406291900
Ohio Street Beach,0.148,3,10.8,OhioStreetBeach201406291900
Rainbow Beach,0.137,7,10.9,RainbowBeach201406291900
Calumet Beach,0.103,2,10.5,CalumetBeach201406292000
63rd Street Beach,0.112,6,11,63rdStreetBeach201406292000
Montrose Beach,0.157,3,10.7,MontroseBeach201406292000
Osterman Beach,0.125,6,11.2,OstermanBeach201406292000
Ohio Street Beach,0.146,2,10.8,OhioStreetBeach201406292000
Rainbow Beach,0.122,5,10.9,RainbowBeach201406292000
Calumet Beach,0.105,2,10.5,CalumetBeach201406292100
63rd Street Beach,0.114,3,11,63rdStreetBeach201406292100
Montrose Beach,0.101,4,10.7,MontroseBeach201406292100
Osterman Beach,0.126,2,11.2,OstermanBeach201406292100
Ohio Street Beach,0.149,2,10.8,OhioStreetBeach201406292100
Rainbow Beach,0.115,4,10.2,RainbowBeach201406292100
Calumet Beach,0.101,2,10.5,CalumetBeach201406292200
63rd Street Beach,0.105,4,11,63rdStreetBeach201406292200
Montrose Beach,0.112,4,10.7,MontroseBeach201406292200
Osterman Beach,0.134,3,11.2,OstermanBeach201406292200
Ohio Street Beach,0.102,2,10.8,OhioStreetBeach201406292200
Rainbow Beach,0.097,4,10.9,RainbowBeach201406292200
Calumet Beach,0.107,2,10.5,CalumetBeach201406292300
63rd Street Beach,0.106,9,11,63rdStreetBeach201406292300
Montrose Beach,0.102,9,10.7,MontroseBeach201406292300
Osterman Beach,0.154,3,11.2,OstermanBeach201406292300
Ohio Street Beach,0.131,3,10.8,OhioStreetBeach201406292300
Rainbow Beach,0.094,4,10.8,RainbowBeach201406292300
Calumet Beach,0.102,2,10.5,CalumetBeach201406302400
63rd Street Beach,0.105,9,11,63rdStreetBeach201406302400
Montrose Beach,0.105,4,10.7,MontroseBeach201406302400
Osterman Beach,0.16,3,11.2,OstermanBeach201406302400
Ohio Street Beach,0.119,3,10.8,OhioStreetBeach201406302400
Rainbow Beach,0.092,3,10.2,RainbowBeach201406302400
Calumet Beach,0.091,2,10.5,CalumetBeach201406300100
63rd Street Beach,0.104,7,11,63rdStreetBeach201406300100
Montrose Beach,0.105,7,10.7,MontroseBeach201406300100
Osterman Beach,0.149,6,11.2,OstermanBeach201406300100
Ohio Street Beach,0.12,3,10.8,OhioStreetBeach201406300100
Rainbow Beach,0.083,8,10.3,RainbowBeach201406300100
Calumet Beach,0.08,2,10.5,CalumetBeach201406300200
63rd Street Beach,0.09,6,11,63rdStreetBeach201406300200
Montrose Beach,0.105,6,10.7,MontroseBeach201406300200
Osterman Beach,0.132,3,11.2,OstermanBeach201406300200
Ohio Street Beach,0.114,2,10.8,OhioStreetBeach201406300200
Rainbow Beach,0.092,7,10.7,RainbowBeach201406300200
Calumet Beach,0.183,2,10.5,CalumetBeach201406300600
63rd Street Beach,0.083,4,11,63rdStreetBeach201406300600
Montrose Beach,0.083,2,10.7,MontroseBeach201406300600
Osterman Beach,0.134,3,11.2,OstermanBeach201406300600
Ohio Street Beach,0.085,2,10.8,OhioStreetBeach201406300600
Rainbow Beach,0.08,5,10.6,RainbowBeach201406300600
Calumet Beach,0.091,2,10.5,CalumetBeach201406300900
63rd Street Beach,0.115,3,11,63rdStreetBeach201406300900
Montrose Beach,0.133,4,10.7,MontroseBeach201406300900
Calumet Beach,0.063,3,10.5,CalumetBeach201406300300
63rd Street Beach,0.09,6,11,63rdStreetBeach201406300300
Montrose Beach,0.097,5,10.7,MontroseBeach201406300300
Osterman Beach,0.119,5,11.2,OstermanBeach201406300300
Ohio Street Beach,0.085,3,10.8,OhioStreetBeach201406300300
Rainbow Beach,0.087,6,10.4,RainbowBeach201406300300
Calumet Beach,0.07,6,10.5,CalumetBeach201406300400
63rd Street Beach,0.082,5,11,63rdStreetBeach201406300400
Montrose Beach,0.101,3,10.7,MontroseBeach201406300400
Osterman Beach,0.097,4,11.2,OstermanBeach201406300400
Ohio Street Beach,0.071,3,10.8,OhioStreetBeach201406300400
Rainbow Beach,0.089,5,10.3,RainbowBeach201406300400
Calumet Beach,0.069,3,10.5,CalumetBeach201406300500
63rd Street Beach,0.079,7,11,63rdStreetBeach201406300500
Montrose Beach,0.089,3,10.7,MontroseBeach201406300500
Osterman Beach,0.111,3,11.2,OstermanBeach201406300500
Ohio Street Beach,0.063,3,10.7,OhioStreetBeach201406300500
Rainbow Beach,0.077,5,9.1,RainbowBeach201406300500
Calumet Beach,0.126,3,10.5,CalumetBeach201406300700
63rd Street Beach,0.102,5,11,63rdStreetBeach201406300700
Montrose Beach,0.153,3,10.7,MontroseBeach201406300700
Osterman Beach,0.148,3,11.2,OstermanBeach201406300700
Ohio Street Beach,0.099,2,10.8,OhioStreetBeach201406300700
Rainbow Beach,0.093,6,10.6,RainbowBeach201406300700
Calumet Beach,0.141,2,10.5,CalumetBeach201406300800
63rd Street Beach,0.135,3,11,63rdStreetBeach201406300800
Montrose Beach,0.117,5,10.7,MontroseBeach201406300800
Osterman Beach,0.158,5,11.2,OstermanBeach201406300800
Ohio Street Beach,0.108,3,10.7,OhioStreetBeach201406300800
Rainbow Beach,0.102,4,10.3,RainbowBeach201406300800
Calumet Beach,0.081,3,10.5,CalumetBeach201406301400
63rd Street Beach,0.094,4,11,63rdStreetBeach201406301400
Montrose Beach,0.113,4,10.6,MontroseBeach201406301400
Osterman Beach,0.134,5,11.2,OstermanBeach201406301400
Ohio Street Beach,0.105,4,10.7,OhioStreetBeach201406301400
Rainbow Beach,0.1,4,10.8,RainbowBeach201406301400
Calumet Beach,0.091,4,10.5,CalumetBeach201406301800
63rd Street Beach,0.104,5,11,63rdStreetBeach201406301800
Montrose Beach,0.106,7,10.6,MontroseBeach201406301800
Osterman Beach,0.124,2,11.2,OstermanBeach201406301800
Ohio Street Beach,0.112,7,10.7,OhioStreetBeach201406301800
Rainbow Beach,0.098,3,10.8,RainbowBeach201406301800
Osterman Beach,0.171,4,11.2,OstermanBeach201406300900
Ohio Street Beach,0.104,3,10.7,OhioStreetBeach201406300900
Rainbow Beach,0.101,4,9.1,RainbowBeach201406300900
Calumet Beach,0.086,2,10.5,CalumetBeach201406301000
63rd Street Beach,0.113,2,11,63rdStreetBeach201406301000
Montrose Beach,0.125,4,10.6,MontroseBeach201406301000
Osterman Beach,0.17,3,11.2,OstermanBeach201406301000
Ohio Street Beach,0.119,4,10.7,OhioStreetBeach201406301000
Rainbow Beach,0.092,4,10.7,RainbowBeach201406301000
Calumet Beach,0.088,3,10.5,CalumetBeach201406301100
63rd Street Beach,0.1,4,11,63rdStreetBeach201406301100
Montrose Beach,0.121,3,10.6,MontroseBeach201406301100
Osterman Beach,0.177,3,11.2,OstermanBeach201406301100
Ohio Street Beach,0.131,3,10.7,OhioStreetBeach201406301100
Rainbow Beach,0.097,4,10.2,RainbowBeach201406301100
Calumet Beach,0.089,2,10.5,CalumetBeach201406301200
63rd Street Beach,0.103,3,11,63rdStreetBeach201406301200
Montrose Beach,0.115,3,10.6,MontroseBeach201406301200
Osterman Beach,0.146,3,11.2,OstermanBeach201406301200
Ohio Street Beach,0.1,2,10.7,OhioStreetBeach201406301200
Rainbow Beach,0.104,3,10.8,RainbowBeach201406301200
Calumet Beach,0.086,2,10.5,CalumetBeach201406301500
63rd Street Beach,0.091,4,11,63rdStreetBeach201406301500
Montrose Beach,0.105,3,10.6,MontroseBeach201406301500
Osterman Beach,0.103,9,11.2,OstermanBeach201406301500
Ohio Street Beach,0.104,4,10.7,OhioStreetBeach201406301500
Calumet Beach,0.063,2,10.4,CalumetBeach201407020500
Calumet Beach,0.077,4,10.5,CalumetBeach201406301300
63rd Street Beach,0.101,4,11,63rdStreetBeach201406301300
Montrose Beach,0.12,4,10.6,MontroseBeach201406301300
Osterman Beach,0.127,3,11.2,OstermanBeach201406301300
Ohio Street Beach,0.138,2,10.7,OhioStreetBeach201406301300
Rainbow Beach,0.103,4,10.8,RainbowBeach201406301300
Calumet Beach,0.093,2,10.5,CalumetBeach201406301700
63rd Street Beach,0.106,4,11,63rdStreetBeach201406301700
Montrose Beach,0.136,4,10.6,MontroseBeach201406301700
Osterman Beach,0.108,8,11.2,OstermanBeach201406301700
Ohio Street Beach,0.142,3,10.7,OhioStreetBeach201406301700
Rainbow Beach,0.104,4,9.5,RainbowBeach201406301700
Montrose Beach,0.092,9,10.6,MontroseBeach201407011600
Ohio Street Beach,0.108,2,10.7,OhioStreetBeach201407011600
Calumet Beach,0.081,2,10.4,CalumetBeach201407011600
Rainbow Beach,0.095,4,9.2,RainbowBeach201406301500
Calumet Beach,0.098,2,10.5,CalumetBeach201406301600
63rd Street Beach,0.136,4,11,63rdStreetBeach201406301600
Montrose Beach,0.12,4,10.6,MontroseBeach201406301600
Osterman Beach,0.116,10,11.2,OstermanBeach201406301600
Ohio Street Beach,0.126,2,10.7,OhioStreetBeach201406301600
Rainbow Beach,0.104,4,10.8,RainbowBeach201406301600
Calumet Beach,0.083,3,10.4,CalumetBeach201407010800
63rd Street Beach,0.103,4,10.9,63rdStreetBeach201407010800
Montrose Beach,0.133,4,10.6,MontroseBeach201407010800
Osterman Beach,0.155,4,11.1,OstermanBeach201407010800
Ohio Street Beach,0.121,3,10.7,OhioStreetBeach201407010800
Rainbow Beach,0.108,4,10.7,RainbowBeach201407010800
Calumet Beach,0.073,3,10.5,CalumetBeach201406301900
63rd Street Beach,0.097,7,11,63rdStreetBeach201406301900
Montrose Beach,0.105,6,10.6,MontroseBeach201406301900
Osterman Beach,0.109,9,11.2,OstermanBeach201406301900
Ohio Street Beach,0.121,3,10.7,OhioStreetBeach201406301900
Rainbow Beach,0.101,7,10.8,RainbowBeach201406301900
Calumet Beach,0.112,3,10.5,CalumetBeach201406302000
63rd Street Beach,0.135,3,11,63rdStreetBeach201406302000
Montrose Beach,0.139,2,10.6,MontroseBeach201406302000
Osterman Beach,0.123,3,11.2,OstermanBeach201406302000
Ohio Street Beach,0.082,3,10.7,OhioStreetBeach201406302000
Rainbow Beach,0.163,2,10.8,RainbowBeach201406302000
Calumet Beach,0.222,2,10.5,CalumetBeach201406302100
63rd Street Beach,0.18,2,11,63rdStreetBeach201406302100
Montrose Beach,0.169,3,10.6,MontroseBeach201406302100
Osterman Beach,0.166,2,11.2,OstermanBeach201406302100
Ohio Street Beach,0.104,3,10.7,OhioStreetBeach201406302100
Rainbow Beach,0.168,2,10.6,RainbowBeach201406302100
Calumet Beach,0.192,3,10.5,CalumetBeach201406302200
63rd Street Beach,0.199,3,11,63rdStreetBeach201406302200
Montrose Beach,0.225,3,10.6,MontroseBeach201406302200
Osterman Beach,0.216,3,11.2,OstermanBeach201406302200
Ohio Street Beach,0.127,3,10.7,OhioStreetBeach201406302200
Rainbow Beach,0.174,3,10.8,RainbowBeach201406302200
Calumet Beach,0.168,3,10.5,CalumetBeach201406302300
63rd Street Beach,0.306,3,11,63rdStreetBeach201406302300
Montrose Beach,0.257,3,10.6,MontroseBeach201406302300
Osterman Beach,0.236,3,11.1,OstermanBeach201406302300
Ohio Street Beach,0.221,3,10.7,OhioStreetBeach201406302300
Rainbow Beach,0.352,3,10.7,RainbowBeach201406302300
Calumet Beach,0.174,4,10.5,CalumetBeach201407012400
63rd Street Beach,0.268,3,11,63rdStreetBeach201407012400
Montrose Beach,0.245,3,10.6,MontroseBeach201407012400
Osterman Beach,0.199,3,11.2,OstermanBeach201407012400
Ohio Street Beach,0.183,3,10.7,OhioStreetBeach201407012400
Rainbow Beach,0.306,4,10,RainbowBeach201407012400
Calumet Beach,0.184,4,10.5,CalumetBeach201407010100
63rd Street Beach,0.221,3,11,63rdStreetBeach201407010100
Montrose Beach,0.216,3,10.6,MontroseBeach201407010100
Osterman Beach,0.229,3,11.1,OstermanBeach201407010100
Ohio Street Beach,0.125,3,10.7,OhioStreetBeach201407010100
Rainbow Beach,0.222,3,10.7,RainbowBeach201407010100
Calumet Beach,0.205,3,10.5,CalumetBeach201407010200
63rd Street Beach,0.212,3,11,63rdStreetBeach201407010200
Montrose Beach,0.219,3,10.6,MontroseBeach201407010200
Osterman Beach,0.245,3,11.1,OstermanBeach201407010200
Ohio Street Beach,0.154,3,10.7,OhioStreetBeach201407010200
Rainbow Beach,0.17,3,10.7,RainbowBeach201407010200
Calumet Beach,0.162,3,10.4,CalumetBeach201407010300
63rd Street Beach,0.205,4,11,63rdStreetBeach201407010300
Montrose Beach,0.219,3,10.6,MontroseBeach201407010300
Osterman Beach,0.267,3,11.1,OstermanBeach201407010300
Ohio Street Beach,0.148,3,10.7,OhioStreetBeach201407010300
Rainbow Beach,0.183,3,10.8,RainbowBeach201407010300
Calumet Beach,0.174,3,10.5,CalumetBeach201407010400
63rd Street Beach,0.179,3,10.9,63rdStreetBeach201407010400
Montrose Beach,0.214,4,10.6,MontroseBeach201407010400
Osterman Beach,0.227,4,11.1,OstermanBeach201407010400
Ohio Street Beach,0.139,3,10.7,OhioStreetBeach201407010400
Calumet Beach,0.135,3,10.4,CalumetBeach201407010500
63rd Street Beach,0.167,3,10.9,63rdStreetBeach201407010500
Montrose Beach,0.198,4,10.6,MontroseBeach201407010500
Osterman Beach,0.229,4,11.1,OstermanBeach201407010500
Ohio Street Beach,0.135,4,10.7,OhioStreetBeach201407010500
Rainbow Beach,0.176,4,10.8,RainbowBeach201407010400
Calumet Beach,0.091,2,10.4,CalumetBeach201407011300
Calumet Beach,0.114,3,10.4,CalumetBeach201407021600
Calumet Beach,0.107,4,10.4,CalumetBeach201407010600
63rd Street Beach,0.135,4,10.9,63rdStreetBeach201407010600
Montrose Beach,0.161,4,10.6,MontroseBeach201407010600
Osterman Beach,0.205,3,11.1,OstermanBeach201407010600
Ohio Street Beach,0.105,4,10.7,OhioStreetBeach201407010600
Rainbow Beach,0.129,3,10.7,RainbowBeach201407010600
Calumet Beach,0.102,4,10.4,CalumetBeach201407010700
63rd Street Beach,0.123,4,10.9,63rdStreetBeach201407010700
Montrose Beach,0.128,4,10.6,MontroseBeach201407010700
Osterman Beach,0.183,3,11.1,OstermanBeach201407010700
Ohio Street Beach,0.126,3,10.7,OhioStreetBeach201407010700
Rainbow Beach,0.111,4,10.7,RainbowBeach201407010700
Calumet Beach,0.089,3,10.4,CalumetBeach201407010900
63rd Street Beach,0.112,3,10.9,63rdStreetBeach201407010900
Montrose Beach,0.108,4,10.6,MontroseBeach201407010900
Osterman Beach,0.131,3,11.1,OstermanBeach201407010900
Ohio Street Beach,0.096,3,10.7,OhioStreetBeach201407010900
Rainbow Beach,0.115,4,10.7,RainbowBeach201407010900
Calumet Beach,0.087,3,10.4,CalumetBeach201407011000
63rd Street Beach,0.105,4,10.9,63rdStreetBeach201407011000
Montrose Beach,0.115,4,10.6,MontroseBeach201407011000
Osterman Beach,0.105,3,11.1,OstermanBeach201407011000
Ohio Street Beach,0.083,3,10.7,OhioStreetBeach201407011000
Rainbow Beach,0.12,4,10.7,RainbowBeach201407011000
Calumet Beach,0.135,3,10.4,CalumetBeach201407011400
Montrose Beach,0.101,3,10.6,MontroseBeach201407011400
Ohio Street Beach,0.139,3,10.7,OhioStreetBeach201407011400
Osterman Beach,0.104,3,11.1,OstermanBeach201407011400
63rd Street Beach,0.09,4,10.9,63rdStreetBeach201407011100
Montrose Beach,0.099,4,10.6,MontroseBeach201407011100
Osterman Beach,0.099,4,11.1,OstermanBeach201407011100
Ohio Street Beach,0.108,3,10.7,OhioStreetBeach201407011100
Rainbow Beach,0.107,3,10.5,RainbowBeach201407011100
Calumet Beach,0.083,3,10.4,CalumetBeach201407011200
